"R0000100","R0536300","R0536402","R1482600","R2563600","R2568302","R3508600","R3510500","R3511300","R3516200","R3516900","R3517700","R3518200","R3519200","R4907500","Z9060800"
326,2,1980,4,-5,-5,20,-4,-4,-4,-4,-4,-4,-4,2,52
327,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
328,1,1984,4,1,1998,-4,0,-4,-4,-4,-4,-4,-4,-4,13
329,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
330,1,1982,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
331,2,1980,4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,12,52
332,1,1980,4,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,52
333,2,1982,4,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,16
334,2,1984,4,4,1998,0,-4,-4,-4,3,-4,-4,-4,0,0
335,2,1980,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,4,0
336,1,1982,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
337,1,1983,4,1,1999,-4,-4,-4,-4,2,-4,-4,-4,0,0
338,2,1981,4,1,1999,8,0,0,-4,-4,-4,-4,-4,4,0
339,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,52
340,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
341,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
342,1,1982,4,5,1999,30,-4,-4,-4,-4,-4,-4,-4,-4,26
343,1,1984,4,4,1999,-4,-4,-4,10,-4,-4,-4,-4,-4,0
344,1,1984,4,4,1999,-4,-4,-4,-4,3,-4,-4,-4,-5,0
345,1,1984,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
346,1,1984,2,4,1998,2,0,0,-4,-4,-4,-4,-4,-4,0
347,1,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
348,1,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
349,1,1984,2,1,1999,-4,-4,-4,1,-4,-4,-4,-4,6,0
350,1,1984,4,1,1998,0,-4,-4,1,-4,1,1,2,2,0
351,2,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
352,2,1981,2,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,0,0
353,2,1982,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,0
354,2,1982,2,1,1998,1,-4,-4,-4,-4,-4,-4,-4,2,0
355,2,1980,2,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,3,52
356,2,1982,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
357,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,6,0
358,1,1983,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,2,0
359,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
360,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,0
361,1,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
362,2,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,32
363,2,1983,2,1,1998,3,-4,-4,1,-4,-4,-4,-4,0,0
364,2,1984,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
365,2,1982,2,9,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,17
366,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
367,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,0
368,2,1981,2,1,1998,-4,-4,0,-4,-4,-4,-4,-4,5,0
369,1,1984,2,1,1998,-4,-4,-4,-4,0,-2,-2,2,7,0
370,1,1981,2,8,1998,30,-4,0,4,-4,1,5,20,4,45
371,2,1982,2,8,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
372,1,1983,2,1,1998,-4,-4,-4,1,-4,-4,-4,-4,1,0
373,2,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
374,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
375,1,1982,1,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,52
376,1,1981,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,52
377,2,1984,1,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
378,1,1984,1,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
379,2,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
380,1,1983,4,1,1999,5,-4,-4,-4,-4,-4,-4,-4,1,0
381,1,1980,2,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
382,2,1980,4,1,1999,5,-4,-4,-4,-4,-4,-4,1,-4,37
383,2,1984,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
384,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
385,1,1981,2,1,1998,2,-4,-4,10,-4,-4,5,10,10,8
386,1,1980,2,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,25
387,2,1983,2,4,1998,15,-4,-4,-4,-4,-4,-4,-4,0,0
388,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
389,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,17
390,2,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
391,1,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
392,1,1980,2,1,1998,-4,0,-4,-4,-4,-4,-4,-4,0,6
393,1,1983,2,9,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
394,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
395,1,1984,4,1,1998,-4,-4,-4,-4,2,-4,3,-4,-4,19
396,1,1983,4,1,1999,2,0,-4,-4,1,-4,-4,-4,10,0
397,1,1982,2,5,1999,-4,25,-4,-4,-4,-4,-4,25,20,24
398,1,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,6,0
399,1,1980,3,1,1999,-4,0,-4,-4,-4,-4,-4,-4,-5,0
400,2,1982,3,1,1999,10,-4,0,-4,-4,-4,-4,-4,20,0
401,1,1984,4,5,1998,-4,-4,-4,2,3,-4,2,-4,3,0
402,2,1984,4,4,1998,10,1,0,-4,-4,-4,-4,-4,1,0
403,2,1984,1,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,4
404,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
405,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
406,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
407,2,1981,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
408,1,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
409,2,1980,1,4,1998,4,-4,-4,-4,-4,-4,-4,-4,1,28
410,1,1980,2,4,1999,7,-4,-4,-4,-4,-4,-4,-4,30,0
411,2,1980,2,4,1998,0,-4,-4,-4,-4,-4,-4,-4,1,43
412,1,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
413,1,1980,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
414,2,1980,1,4,1998,30,-4,-4,-4,-4,-4,-4,-4,-5,0
415,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,17
416,2,1980,4,1,1998,15,0,-4,-4,-4,-4,-4,-4,2,13
417,2,1983,4,3,1999,29,1,0,-4,-4,-4,-4,-4,2,0
418,1,1983,4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,13
419,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,0
420,1,1980,4,2,1998,30,-4,-4,-4,-4,-4,-4,99,5,18
421,1,1982,4,1,1999,30,2,-4,-4,0,-4,-4,-4,7,4
422,1,1981,3,3,1999,-4,0,-4,-4,-4,-4,-4,-4,3,0
423,2,1984,3,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,9
424,2,1984,2,1,1999,5,-4,-4,-4,-4,-4,-4,-4,5,0
425,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,8
426,2,1980,2,1,1999,7,-4,-4,-4,-4,-4,0,-4,-4,0
427,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
428,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
429,1,1981,4,5,1999,1,-4,-4,-4,-4,-4,-4,-4,0,0
430,1,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
431,2,1984,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
432,1,1981,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,0
433,2,1984,2,2,1998,2,-4,-4,-4,-4,-4,-4,-4,-4,0
434,1,1982,4,3,1999,1,0,-4,6,2,-4,-4,15,2,13
435,2,1981,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
436,2,1982,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
437,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,34
438,1,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
439,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,25
440,1,1980,2,1,1999,10,-4,-4,-4,-4,-4,-4,-4,2,0
441,1,1982,2,1,1999,15,-4,-4,-4,-4,-4,-4,-4,-4,13
442,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,5
443,1,1980,2,1,1998,-4,-4,0,-4,-4,-4,-4,-4,6,0
444,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
445,1,1981,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
446,1,1983,2,1,1999,1,2,1,-4,15,-4,-4,-4,20,0
447,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,0
448,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
449,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
450,2,1980,2,-5,-5,0,-4,0,-4,-1,-4,-4,-4,-4,30
451,1,1983,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,3,0
452,2,1981,2,-5,-5,30,-4,0,-4,-4,-4,-4,-4,-5,0
453,2,1982,2,-5,-5,30,-4,-4,-4,-4,-4,-4,-4,-5,0
454,1,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
455,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
456,1,1983,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
457,1,1980,2,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
458,1,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,11
459,2,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
460,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,10
461,2,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,9
462,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
463,1,1982,2,4,1999,-4,-4,-4,-4,0,-4,-4,-4,-4,0
464,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
465,2,1984,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
466,1,1983,2,4,1999,7,3,-4,-4,1,1,-4,3,3,0
467,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
468,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
469,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
470,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
471,1,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
472,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
473,2,1982,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,15
474,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
475,1,1981,2,3,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
476,1,1982,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
477,2,1982,2,1,1998,1,-4,-4,-4,-4,-4,-4,-4,1,0
478,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
479,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
480,2,1980,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
481,1,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
482,1,1983,1,8,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,5
483,1,1980,2,4,1998,1,0,-4,-4,-4,-4,-4,-4,5,38
484,2,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
485,1,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,0
486,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,27
487,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
488,2,1982,4,4,1998,30,-4,1,-4,-4,-4,-4,-4,5,0
489,2,1982,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
490,1,1982,3,1,1999,-4,-4,-4,1,-4,-4,-4,-4,-4,0
491,1,1984,3,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
492,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
493,1,1981,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
494,2,1983,2,4,1999,-4,-4,-4,-4,3,-4,-4,-4,2,26
495,1,1984,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
496,1,1984,2,1,1998,-4,-4,-4,-4,2,-4,-4,-4,1,0
497,2,1981,3,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,11
498,2,1980,4,1,1999,1,-4,-4,-4,-4,-4,-4,-4,5,9
499,2,1982,2,4,1999,-4,-4,-4,-4,5,-4,-4,-4,-5,0
500,1,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
501,1,1982,4,10,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
502,1,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,0
503,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-1,0
504,2,1984,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
505,1,1984,2,5,1999,-4,0,-4,2,3,-4,1,-4,4,0
506,1,1982,4,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
507,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
508,1,1981,2,1,1998,10,-4,-4,-4,-4,-4,-4,-4,0,0
509,2,1984,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
510,1,1980,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,20
511,1,1980,2,4,1998,0,-4,-4,-4,-4,-4,-4,-4,3,43
512,2,1981,2,1,1998,5,-4,-4,-4,-4,-4,-4,-4,0,0
513,1,1982,2,4,1998,10,-4,-4,-4,-4,-4,-4,-4,-4,28
514,2,1981,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
515,2,1983,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
516,1,1983,2,2,1999,-4,0,-4,-4,-4,-4,-4,-4,1,0
517,1,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,52
518,2,1983,2,1,1999,0,-4,-4,-4,-4,-4,-4,-4,1,0
519,2,1980,2,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
520,1,1981,2,4,1999,13,-4,-4,-4,-4,-4,-4,-4,13,30
521,1,1983,2,2,1998,5,-4,-4,-4,-4,-4,-4,-4,7,35
522,1,1983,2,2,1998,1,-4,-4,3,-4,-4,-4,-4,4,0
523,2,1980,4,10,1999,30,0,0,-4,2,-4,-4,20,15,11
524,1,1981,2,1,1998,3,20,0,-4,-4,-4,-4,35,5,0
525,1,1982,2,1,1999,0,-4,0,-4,-4,-4,-4,10,4,52
526,1,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,20,0
527,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
528,2,1982,4,5,1999,-4,-4,-4,0,0,0,-4,-4,-4,0
529,2,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,16
530,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,12
531,2,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
532,2,1983,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
533,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
534,2,1981,2,4,1998,1,5,-4,-4,-4,-4,-4,-4,0,30
535,2,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,52
536,1,1982,2,1,1999,-4,-4,-4,5,4,4,-4,-4,1,0
537,1,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,0,0,0
538,2,1983,4,4,1998,-4,0,-4,-4,1,-4,-4,-4,10,0
539,1,1980,2,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,7,0
540,2,1982,2,4,1999,5,-4,-4,-4,-4,-4,-4,-4,-4,43
541,2,1982,2,1,1999,5,-4,-4,-4,-4,-4,-4,-4,-4,0
542,2,1984,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
543,1,1983,2,4,1999,20,1,-4,-4,2,-4,-4,-4,3,0
544,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,3
545,1,1981,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,31
546,1,1980,4,1,1999,30,0,-4,-4,-4,-4,-4,-4,2,0
547,1,1984,4,1,1999,1,-4,-4,-4,-4,-4,-4,-4,7,0
548,2,1984,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,4,0
549,1,1981,4,-5,-5,30,4,0,12,30,12,12,99,10,27
550,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
551,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
552,1,1981,4,2,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
553,1,1983,4,2,1999,-4,-4,-4,4,3,-4,-4,-4,-5,0
554,1,1981,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
555,1,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
556,2,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
557,2,1981,2,1,1998,0,-4,0,-4,-4,-4,-4,-4,5,45
558,1,1982,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,10,11
559,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
560,2,1981,4,1,1998,0,-4,-4,-4,10,-4,-4,-4,0,20
561,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
562,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
563,1,1982,4,5,1999,30,30,-4,-4,-4,-4,-4,-4,-4,0
564,1,1983,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,5,44
565,1,1982,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
566,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
567,1,1980,4,1,1998,30,0,-4,-4,-4,-4,-4,-4,15,38
568,1,1981,4,1,1998,0,20,-4,-4,-4,-4,-4,-4,0,5
569,1,1981,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,15
570,2,1982,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,0,52
571,1,1980,4,9,1998,-4,-4,-4,-4,1,-4,-4,-4,1,18
572,1,1983,4,4,1998,2,-4,-4,-4,1,-4,-4,-4,0,48
573,2,1981,2,1,1998,3,-4,-4,-4,-4,-4,-4,-4,-4,3
574,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
575,1,1981,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,2,0
576,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,9
577,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
578,1,1982,4,9,1999,-4,-4,-4,-4,-4,-4,-4,2,3,19
579,2,1980,4,1,1998,30,-4,-4,-4,0,-4,-4,-4,0,49
580,1,1983,4,1,1998,8,-4,-4,-4,-4,-4,-4,-4,0,0
581,1,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,35
582,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
583,2,1981,4,4,1998,30,15,0,-4,-4,-4,-4,30,7,0
584,2,1981,4,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,4
585,2,1983,4,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
586,1,1980,2,10,1999,1,-4,-4,-4,-4,-4,-4,-4,1,21
587,2,1983,2,2,1999,1,-4,-4,-4,1,-4,-4,-4,5,0
588,1,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
589,1,1983,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,0,0
590,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,7
591,2,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
592,2,1984,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
593,2,1981,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
594,2,1980,1,10,1999,5,0,-4,-4,-4,-4,-4,-4,10,0
595,2,1981,1,10,1999,0,0,-4,-4,-4,-4,-4,-4,3,0
596,2,1981,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,-5,0
597,2,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
598,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,24
599,2,1981,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
600,1,1984,2,1,1998,-4,-4,-4,1,2,-4,-4,-4,0,52
601,2,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
602,2,1982,2,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,3,0
603,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
604,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
605,2,1983,2,9,1999,30,1,3,3,-4,-4,-4,-4,13,0
606,1,1980,4,1,1998,30,0,-4,-2,-2,-4,-4,30,20,0
607,2,1982,4,10,1998,30,-4,-4,-4,-4,-4,-4,-4,20,12
608,1,1983,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
609,2,1982,4,1,1998,10,0,-4,-4,-4,-4,-4,-4,8,30
610,2,1981,4,1,1998,30,15,-4,-4,-4,-4,-4,-4,15,0
611,1,1984,4,1,1998,1,0,-4,1,1,-4,-4,1,5,0
612,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
613,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
614,2,1980,2,4,1999,5,-4,-4,-4,-4,-4,-4,-4,3,43
615,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,6,5
616,1,1984,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,0,0
617,2,1983,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
618,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,0
619,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,0
620,1,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,52
621,1,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,36
622,2,1981,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,-4,52
623,1,1982,2,1,1998,-4,-4,-4,11,-4,2,-4,2,4,10
624,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,34
625,1,1982,2,1,1998,2,-4,-4,-4,-4,-4,-4,-4,0,0
626,2,1982,2,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
627,1,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
628,1,1982,4,1,1999,1,0,-4,-4,-4,-4,-4,-4,10,52
629,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
630,1,1981,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
631,1,1981,4,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,30
632,2,1983,4,5,1999,-4,0,-4,-4,-4,-4,-4,-4,3,0
633,2,1983,4,5,1999,-4,0,-4,-4,2,-4,-4,-4,6,0
634,2,1980,4,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,30
635,2,1981,4,1,1999,1,0,-4,-4,4,-4,-4,-4,3,26
636,1,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,45
637,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,14
638,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
639,2,1981,4,2,1999,30,-4,3,-4,-4,-4,-4,2,0,22
640,1,1982,4,1,1999,30,-4,-4,5,10,-4,-4,-4,10,20
641,2,1980,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
642,1,1980,4,5,1999,-4,-4,-4,-4,1,-4,-4,-4,2,31
643,1,1982,4,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,34
644,1,1981,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,-3
645,1,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,0
646,1,1980,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
647,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
648,1,1981,4,1,1998,3,0,-4,-4,-4,-4,-4,-4,8,43
649,1,1982,4,1,1998,0,-4,-4,4,1,1,2,-4,4,0
650,2,1984,4,1,1998,1,-4,-4,-4,-4,-4,-4,-4,0,0
651,2,1982,4,1,1998,-4,-4,-4,-4,0,-4,-4,-4,-4,0
652,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
653,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
654,2,1980,4,1,1998,4,-4,-4,-4,1,-4,-4,-4,10,11
655,2,1981,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
656,1,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,40
657,1,1981,2,-5,-5,0,-4,-4,-4,-4,-4,-4,-4,-5,-3
658,2,1984,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,5,0
