"R0000100","R0536300","R0536402","R1482600","R2563600","R2568302","R3508600","R3510500","R3511300","R3516200","R3516900","R3517700","R3518200","R3519200","R4907500","Z9060800"
4714,2,1981,4,1,1998,15,0,-4,-4,-4,-4,-4,-4,5,23
4715,2,1982,2,6,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
4716,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4717,1,1980,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,45
4718,2,1981,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,40
4719,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,11
4720,2,1983,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,17
4721,2,1980,4,4,1998,30,0,-4,-4,-4,-4,-4,-4,2,0
4722,2,1982,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,1,0
4723,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4724,1,1980,3,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4725,2,1980,4,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,22
4726,2,1981,4,9,1998,0,0,-4,-4,1,-4,-4,-4,15,11
4727,1,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
4728,2,1982,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,22
4729,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4730,2,1981,4,4,1998,0,-4,-4,-4,-4,-4,-4,-4,5,23
4731,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,24
4732,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,51
4733,2,1984,2,4,1999,2,0,-4,-4,-4,-4,-4,-4,1,0
4734,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4735,1,1980,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,3
4736,1,1984,4,1,1998,-4,-4,-4,4,-4,-4,-4,-4,0,0
4737,1,1982,4,2,1999,30,0,-4,-4,-4,-4,-4,25,-4,0
4738,2,1980,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,1,52
4739,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,0
4740,1,1980,2,1,1999,2,-4,-4,-4,-4,-4,-4,-4,2,13
4741,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4742,2,1981,2,1,1998,4,-4,-4,-4,1,1,-4,-4,-4,14
4743,1,1982,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4744,1,1983,4,3,1998,10,0,-4,-4,-4,-4,-4,-4,-4,0
4745,1,1983,2,4,1998,-4,0,-4,-4,-4,-4,-4,-4,6,0
4746,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,15
4747,2,1980,1,2,1999,0,-4,-4,-4,-4,-4,-4,-4,-4,10
4748,2,1983,4,1,1998,30,-4,-4,-4,4,-4,-4,-4,-4,0
4749,1,1980,4,5,1999,30,0,0,-4,-4,-4,-4,-4,15,22
4750,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,44
4751,1,1981,4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,0,39
4752,1,1981,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,0,0
4753,2,1982,4,4,1999,-4,0,0,-4,-4,-4,-4,4,10,17
4754,2,1981,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
4755,2,1980,2,4,1998,-5,-5,-5,-5,-5,-5,-5,-5,12,50
4756,2,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,14
4757,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4758,2,1980,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,26
4759,1,1981,4,8,1999,-4,0,0,-4,10,1,-4,-4,0,21
4760,2,1984,4,5,1999,30,1,-4,-4,-4,-4,-4,-4,-4,0
4761,2,1983,4,10,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,37
4762,1,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4763,1,1983,4,4,1999,-4,-4,-4,5,-4,-4,-4,-4,1,40
4764,1,1981,2,4,1999,3,-4,-4,-4,-4,-4,-4,-4,5,48
4765,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
4766,1,1980,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,30,0
4767,2,1984,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,0,0
4768,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4769,1,1980,4,2,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,50
4770,2,1980,4,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,8,52
4771,2,1983,4,3,1999,-2,18,0,-4,5,5,-4,-4,15,0
4772,2,1984,2,1,1998,-4,0,-4,-4,-4,-4,-4,-4,-4,0
4773,2,1980,2,4,1999,1,-4,-4,-4,-4,-4,-4,-4,-4,17
4774,1,1983,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
4775,2,1983,2,1,1999,2,-4,-4,-4,-4,-4,-4,-4,6,0
4776,1,1983,2,4,1998,2,-4,-4,-4,-4,-4,-4,-4,11,19
4777,2,1980,2,4,1999,-4,0,0,-4,-4,-4,-4,-4,3,52
4778,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,14
4779,2,1983,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,3,0
4780,1,1980,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,20
4781,1,1980,4,4,1998,30,4,22,-4,-4,-4,-4,-4,-4,0
4782,1,1981,2,4,1998,0,-4,-4,-4,-4,-4,-4,-4,-4,41
4783,2,1982,2,4,1998,0,-4,-4,-4,-4,-4,-4,-4,1,17
4784,2,1983,2,3,1998,15,-4,-4,-4,-4,-4,-4,-4,-4,0
4785,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,50
4786,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4787,1,1982,4,1,1998,-4,2,-4,-4,-4,-4,-4,-4,2,23
4788,1,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,7,52
4789,2,1982,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,2,2
4790,1,1983,4,4,1999,-4,-4,-4,1,-4,-4,1,-4,0,0
4791,1,1980,4,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4792,2,1982,4,1,1998,-4,-4,0,-4,-4,-4,-4,-4,0,0
4793,1,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,11
4794,1,1981,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4795,2,1981,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4796,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,2
4797,2,1984,4,2,1998,20,0,-4,1,5,-4,-4,-4,3,0
4798,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4799,1,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,17
4800,1,1982,4,5,1999,0,0,-4,-4,0,-4,-4,-4,2,0
4801,2,1983,4,2,1999,0,-4,-4,-4,-4,-4,-4,-4,1,0
4802,2,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
4803,1,1983,4,1,1998,30,7,-4,5,2,-4,2,1,5,47
4804,2,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,28
4805,1,1983,4,4,1998,-4,-4,-4,-4,1,-4,-4,-4,0,0
4806,2,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,0,7,16
4807,2,1982,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,8,8
4808,1,1980,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,3,47
4809,2,1984,4,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4810,1,1982,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,14
4811,2,1984,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,1,0
4812,2,1983,4,1,1998,-4,-4,-4,-2,-4,-4,-4,-4,-4,0
4813,1,1982,4,1,1998,-4,-4,0,-4,1,-4,-4,6,6,28
4814,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
4815,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,32
4816,2,1980,4,10,1999,30,0,0,-4,-4,-4,-4,-4,5,52
4817,1,1981,4,4,1999,30,-4,-4,-4,1,-4,-4,-4,-5,44
4818,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4819,1,1982,4,1,1999,-4,0,-4,5,-4,-4,-4,-4,24,26
4820,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,51
4821,2,1983,4,4,1998,2,-4,-4,-4,-4,-4,-4,-4,4,1
4822,2,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
4823,2,1982,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
4824,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,52
4825,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,27
4826,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,7,-4,4,31
4827,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,13
4828,2,1981,4,1,1999,4,-4,-4,-4,-4,-4,-4,-4,1,26
4829,2,1981,4,2,1999,1,0,-4,-4,-4,-4,-4,-4,15,9
4830,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4831,1,1981,4,5,1998,30,-4,-4,-4,1,-4,-4,-4,0,13
4832,1,1983,4,1,1998,1,0,-4,-4,4,-4,-4,-4,3,0
4833,1,1980,4,1,1998,30,10,0,-4,-4,-4,-4,-4,0,9
4834,2,1980,4,2,1998,30,0,1,-4,-4,0,-4,-4,2,37
4835,1,1983,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4836,1,1981,4,1,1999,30,1,1,10,10,5,10,20,23,23
4837,2,1980,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,3,35
4838,2,1982,4,1,1999,29,-4,-4,-4,-4,-4,-4,-4,5,17
4839,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4840,1,1983,4,4,1998,5,-4,-4,-4,-4,-4,-4,-4,1,0
4841,2,1982,4,1,1999,10,-4,-4,-4,-4,-4,-4,-4,0,24
4842,2,1984,4,1,1999,30,0,-4,1,-4,-4,-4,-4,4,0
4843,2,1981,4,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,14
4844,1,1983,4,2,1999,2,-4,-4,-4,-4,-4,-4,-4,0,0
4845,1,1981,4,4,1998,-4,-4,-4,-4,3,-4,-4,-4,8,47
4846,2,1983,4,4,1999,30,2,-4,2,-4,-4,-4,-4,10,0
4847,1,1980,4,8,1999,30,-4,-4,-4,-4,-4,-4,-4,0,35
4848,1,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4849,1,1982,4,1,1998,30,0,-4,3,-4,-4,-4,-4,12,21
4850,2,1980,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,45
4851,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4852,2,1980,4,1,1999,2,0,0,-4,-4,-4,-4,-4,5,52
4853,1,1984,4,1,1998,-4,-4,-4,1,-4,-4,-4,-4,-4,0
4854,2,1982,4,1,1998,25,-4,-4,-4,-4,-4,-4,-4,-5,0
4855,2,1983,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,1,33
4856,2,1981,2,2,1999,0,-4,-4,-4,-4,-4,-4,-4,3,8
4857,2,1984,2,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4858,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4859,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,15
4860,2,1980,4,4,1998,-2,-4,-4,-4,-4,-4,-4,-4,2,52
4861,1,1980,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,6,52
4862,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4863,1,1981,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,10,0
4864,1,1984,4,1,1998,-4,-4,-4,2,-4,-4,-4,-4,-4,0
4865,2,1982,4,4,1998,30,-2,-4,-4,-2,-4,-4,-4,2,0
4866,1,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,22
4867,2,1982,4,4,1998,0,-4,-4,-4,-4,-4,-4,-4,-4,0
4868,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4869,1,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,10
4870,1,1980,4,1,1998,4,0,-4,-4,-4,-4,-4,-4,5,52
4871,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4872,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,48
4873,2,1982,4,1,1998,0,-4,0,1,-4,-4,-4,-4,-4,52
4874,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,52
4875,2,1982,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,2,0
4876,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
4877,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4878,2,1982,4,1,1998,28,-4,-4,-4,-4,-4,-4,-4,1,22
4879,2,1984,4,2,1998,30,0,-4,-4,-4,-4,-4,-4,3,0
4880,2,1983,4,3,1998,2,-4,-4,3,-4,-4,-4,-4,-5,23
4881,2,1983,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,1,0
4882,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,6
4883,1,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,30,0
4884,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
4885,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4886,1,1984,4,1,1998,0,0,-4,-4,-4,-4,2,-4,2,0
4887,1,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,0
4889,1,1982,4,2,1998,5,-4,-4,-4,-4,-4,-4,-4,3,38
4890,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4891,1,1982,4,2,1999,-4,0,-4,3,3,3,0,-4,6,3
4892,1,1982,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4893,2,1980,4,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4894,1,1980,4,-5,-5,14,-4,-4,-4,-4,-4,-4,-4,2,26
4895,2,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,11
4896,1,1982,4,5,1998,-4,0,0,-4,-4,-4,-4,-4,6,8
4897,1,1984,4,1,1998,3,-4,-4,-4,-4,-4,-4,-4,-4,25
4898,2,1982,4,4,1998,30,0,-4,-4,-4,-4,-4,-4,2,0
4899,2,1982,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,1,13
4900,1,1980,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,5,16
4901,2,1980,4,10,1998,30,0,-4,1,-4,-4,-4,-4,2,0
4902,1,1983,4,1,1998,30,0,-4,-4,-4,-4,-4,-4,12,9
4903,2,1983,1,2,1998,25,-4,-4,-4,-4,-4,-4,-4,10,0
4904,2,1981,4,2,1998,30,0,0,-4,-4,-4,-4,-4,2,0
4905,2,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,6
4906,1,1983,4,6,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4907,1,1984,4,6,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4908,1,1980,4,-3,1998,30,-4,-4,-4,-4,-4,-4,-4,-4,0
4909,1,1982,4,9,1998,-4,12,-4,30,0,0,15,5,-4,0
4910,1,1984,4,10,1998,0,-4,-4,6,5,1,-4,-4,-4,0
4911,1,1982,4,1,1998,-4,0,-4,-4,-4,-4,-4,-4,15,0
4912,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,7,0
4913,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,22
4914,1,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0
4915,2,1980,4,1,1999,30,0,0,-4,-4,-4,-4,-4,10,52
4916,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,52
4917,2,1981,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,1,0
4918,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,51
4919,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
4920,1,1984,4,1,1998,29,-4,-4,-4,-4,-4,-4,-4,4,52
4921,1,1981,4,1,1999,10,-4,-4,3,-4,-4,1,-4,-4,16
4922,1,1983,4,1,1999,2,-4,-4,-4,-4,-4,-4,-4,1,9
4923,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
4924,2,1981,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
4925,2,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4926,2,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,13
4927,1,1983,4,1,1998,3,1,-4,-4,1,-4,-4,2,10,48
4928,1,1980,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4929,1,1982,4,2,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,32
4930,1,1984,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4931,1,1982,4,1,1998,2,-4,-4,-4,-4,-4,-4,-4,2,29
4932,1,1982,4,1,1998,30,-4,0,-4,-4,-4,-4,-4,19,25
4933,2,1981,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,-4,29
4934,1,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,7
4935,2,1984,4,2,1998,3,0,-4,-4,-4,-4,-4,-4,5,0
4936,1,1982,1,6,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
4937,1,1983,1,7,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4938,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4939,1,1981,4,5,1998,-5,-5,-5,-5,-5,-5,-5,-5,1,52
4940,1,1982,4,5,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,51
4941,2,1984,4,1,1999,5,0,-4,1,5,-4,2,10,5,0
4942,1,1981,4,1,1998,5,-4,-4,1,-4,-4,-4,-4,20,35
4943,1,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,11
4944,2,1983,4,1,1999,5,1,-4,1,4,-4,-4,3,1,30
4945,1,1980,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,-4,44
4946,1,1983,4,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4947,1,1983,4,9,1998,27,-4,-4,-4,-4,-4,-4,-4,3,16
4948,1,1981,4,4,1998,30,5,-4,-4,-4,-4,-4,-4,12,26
4949,2,1983,4,9,1999,30,-4,-4,-4,-4,-4,-4,3,4,0
4950,1,1980,4,3,1999,0,-4,0,-4,50,10,-4,-4,-4,49
4951,1,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4952,2,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4953,1,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,33
4954,1,1982,4,1,1998,0,-4,-4,23,10,1,32,2,0,0
4955,2,1981,4,2,1998,30,-4,-4,-4,-4,-4,-4,-4,0,51
4956,2,1984,4,2,1998,30,0,-4,-4,-4,-4,-4,-4,-4,0
4957,1,1983,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,2,0
4958,2,1984,4,4,1998,30,0,0,-4,-4,-4,-4,-4,10,0
4959,2,1984,4,4,1998,30,0,0,-4,12,-4,20,65,1,0
4960,2,1980,4,4,1998,29,0,-4,-4,2,-4,-4,-4,10,29
4961,2,1980,4,2,1998,0,-4,-4,-4,-4,-4,-4,-4,1,26
4962,2,1984,4,2,1998,0,-4,-4,-4,-4,-4,-4,-4,7,0
4963,2,1980,4,2,1998,28,0,0,-4,2,-4,3,1,15,38
4964,2,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
4965,1,1982,4,4,1999,20,-4,-4,-4,-4,-4,-4,-4,1,6
4966,2,1984,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,2,0
4967,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,51
4968,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,52
4969,2,1983,4,1,1998,30,-4,-4,-4,-4,-4,-4,-4,1,2
4970,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,10
4971,1,1983,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,47
4972,1,1980,4,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,39
4973,2,1980,4,10,1998,30,-4,0,-4,-4,-4,-4,-4,3,32
4974,2,1981,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,2,23
4975,1,1983,4,2,1999,1,-4,-4,-4,-4,-4,-4,-4,2,0
4976,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4977,1,1984,4,2,1998,5,-4,-4,-4,-4,-4,1,-4,-4,0
4978,2,1982,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4979,2,1984,4,2,1998,0,-4,0,20,10,10,1,60,0,0
4980,1,1984,4,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
4981,1,1984,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4982,2,1981,4,1,1998,2,0,-4,-4,1,-4,-4,-4,0,0
4983,1,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,3
4984,1,1981,4,1,1999,-4,0,0,-4,15,-4,-4,-4,20,20
4985,2,1980,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
4986,1,1981,4,1,1999,20,0,-4,1,3,3,-4,-4,5,24
4987,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,16
4988,2,1980,4,10,1998,30,0,-4,-4,-4,-4,-4,-4,3,34
4989,1,1982,4,2,1999,30,0,0,1,2,-4,-4,-4,11,12
4990,2,1982,4,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
4991,2,1984,4,2,1999,4,0,-4,-4,0,-4,-4,-4,0,0
4992,1,1981,4,1,1998,27,1,-4,-4,1,-4,-4,5,-4,17
4993,2,1982,4,1,1999,20,0,0,-4,-4,-4,-4,-4,2,18
4994,2,1984,4,1,1998,20,5,-4,-4,2,-4,-4,5,3,11
4995,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,45
4996,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
4997,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
4998,2,1982,2,9,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,23
4999,2,1983,2,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,17
5000,1,1982,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,7,13
5001,2,1983,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
5002,1,1983,4,10,1999,30,-4,-4,-4,-4,-4,-4,-4,3,0
5003,2,1984,4,1,1999,3,-4,-4,-4,-4,-4,-4,-4,-4,52
5004,1,1983,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,5,18
5005,2,1984,4,4,1999,30,0,-4,1,0,-4,-4,-4,3,0
5006,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
5007,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,11
5008,2,1983,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,23
5009,2,1980,4,5,1999,20,-4,0,-4,99,-4,-4,20,-5,22
5010,1,1980,4,4,1998,27,0,0,-4,1,-4,-4,-4,20,0
5011,2,1981,4,5,1998,-4,0,-4,-4,-4,-4,-4,-4,4,40
5012,1,1980,4,4,1998,25,-4,-4,-4,10,-4,-4,99,4,17
5013,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,4
5014,1,1981,4,8,1998,30,-4,-4,-4,-4,-4,-4,-4,7,52
5015,2,1983,4,4,1998,0,-4,-4,-4,1,-4,-4,-4,1,0
5016,2,1981,4,5,1998,30,0,-4,-4,-4,-4,-4,-4,0,13
5017,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,14
5018,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
5019,1,1981,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,52
5020,1,1981,2,1,1999,30,30,1,-4,-4,-4,-4,3,2,43
5021,2,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,22
5022,2,1983,4,2,1998,-4,-4,-4,-4,2,-4,-4,-4,-4,0
5023,1,1982,4,4,1998,30,4,-4,2,2,-4,1,-4,5,12
5024,2,1982,4,1,1999,3,0,-4,-4,1,-4,-4,-4,6,3
5025,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
5026,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
5027,2,1980,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,-5,52
5028,1,1981,4,1,1998,30,-4,-4,-4,1,-4,-4,1,-4,15
5029,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,44
5030,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,52
5031,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,15
5032,2,1980,4,2,1998,-2,-2,-4,-4,2,2,-4,-4,20,52
5033,1,1982,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,30
5034,1,1982,4,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,5
5035,2,1980,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,12,45
5036,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
5037,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,20,39
5038,1,1981,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,13
5039,2,1982,4,4,1999,20,-4,-4,-4,-4,-4,-4,-4,-4,19
5040,2,1982,4,1,1999,15,-4,-4,-4,-4,-4,-4,-4,6,0
5041,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,0
5042,1,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,29
